book.delta.v1.0.2.10.1,book.delta.v1.0.2.10.5,book.delta.v1.0.2.2.1,book.delta.v2.0.2.10.5,book.imbalance.0.2.10.1,book.imbalance.0.2.5.1,trade.indicator.v1.0.2.5.1.power,trade.indicator.v1.0.2.5.1.sqrt,trade.indicator.v1.0.2.5.5.power,trade.indicator.v1.0.2.5.5.sqrt
0.000001518208355,0.000007878286623,0.000004536888307,0.000009000196657,0.000000013029626,0.000000004049242,0.000087085980870,0.000013000965998,0.000028907554274,0.000064042184263
