timestamp,mid_price,book_imbalance
2024-04-26 00:00:02,4494500.0,0.0
2024-04-26 00:00:05,4495000.0,-1004.6380299255252
2024-04-26 00:00:08,4495000.0,-923.7638053130358
2024-04-26 00:00:11,4495000.0,-995.8318076739088
2024-04-26 00:00:14,4494000.0,-702.0720482226461
2024-04-26 00:00:17,4493500.0,-942.8494477504864
2024-04-26 00:00:20,4493500.0,-414.41331707313657
2024-04-26 00:00:23,4493500.0,-737.5541113633662
2024-04-26 00:00:26,4493000.0,-442.95193844661117
2024-04-26 00:00:29,4494500.0,25.754950531758368
2024-04-26 00:00:32,4495500.0,-97.50209350138903
2024-04-26 00:00:35,4495500.0,-98.13012683205307
2024-04-26 00:00:38,4495500.0,-268.5555065488443
2024-04-26 00:00:41,4496000.0,825.6364407492802
2024-04-26 00:00:44,4495500.0,-53.00835436582565
2024-04-26 00:00:47,4496000.0,-353.9360159095377
2024-04-26 00:00:50,4494500.0,-498.062606128864
2024-04-26 00:00:53,4495500.0,-310.2454926054925
2024-04-26 00:00:55,4493000.0,1620.063247458078
2024-04-26 00:00:58,4493000.0,1389.765957900323
2024-04-26 00:01:01,4493000.0,777.473270824179
2024-04-26 00:01:04,4493000.0,1196.234181904234
2024-04-26 00:01:07,4497500.0,-863.0264706723392
2024-04-26 00:01:10,4497500.0,-973.9326664386317
2024-04-26 00:01:13,4497500.0,-766.0742440987378
2024-04-26 00:01:16,4497500.0,-670.5592416785657
2024-04-26 00:01:19,4497500.0,-563.9782037539408
2024-04-26 00:01:22,4498000.0,-693.7268981877714
2024-04-26 00:01:25,4499000.0,-635.1289857262745
2024-04-26 00:01:28,4499500.0,-208.88313454017043
2024-04-26 00:01:31,4500000.0,-177.97546975314617
2024-04-26 00:01:34,4500000.0,-398.1389249386266
2024-04-26 00:01:37,4500000.0,-369.1621396197006
2024-04-26 00:01:40,4501000.0,-485.47689650114626
2024-04-26 00:01:43,4501000.0,608.2181074796245
2024-04-26 00:01:46,4501000.0,503.23352801892906
2024-04-26 00:01:49,4504500.0,-412.4114997461438
2024-04-26 00:01:52,4505500.0,-337.9190157521516
2024-04-26 00:01:55,4505500.0,-480.9636398907751
2024-04-26 00:01:58,4505500.0,-985.1618681615219
2024-04-26 00:02:01,4506000.0,-878.1056841183454
2024-04-26 00:02:04,4506000.0,-464.7270160736516
2024-04-26 00:02:07,4505000.0,-860.9754556734115
2024-04-26 00:02:10,4506000.0,-639.9987408835441
2024-04-26 00:02:13,4506000.0,-1064.1966855647042
2024-04-26 00:02:16,4505500.0,547.45637739636
2024-04-26 00:02:19,4506000.0,129.29462482593954
2024-04-26 00:02:22,4506000.0,-360.192876775749
2024-04-26 00:02:25,4505000.0,-1460.5618546986952
2024-04-26 00:02:28,4503500.0,-2180.8471612222493
2024-04-26 00:02:30,4502500.0,-1946.1312515065074
2024-04-26 00:02:33,4501500.0,-365.8417382882908
2024-04-26 00:02:36,4501500.0,-681.2919445270672
2024-04-26 00:02:39,4501000.0,-877.7763672871515
2024-04-26 00:02:42,4501000.0,-1682.7319005969912
2024-04-26 00:02:45,4501500.0,-1518.3873166050762
2024-04-26 00:02:48,4502500.0,-412.5521256234497
2024-04-26 00:02:51,4502500.0,-167.46814181748778
2024-04-26 00:02:54,4505500.0,-2282.4319801386446
2024-04-26 00:02:57,4505500.0,-1908.2061804272234
2024-04-26 00:03:00,4504500.0,-676.2390335220844
2024-04-26 00:03:03,4504500.0,-689.6095395796001
2024-04-26 00:03:06,4504500.0,-741.1961583551019
2024-04-26 00:03:09,4505000.0,-457.8403838155791
2024-04-26 00:03:12,4505000.0,-239.95936023723334
2024-04-26 00:03:15,4505500.0,-269.81590697169304
2024-04-26 00:03:18,4505000.0,-169.99601227976382
2024-04-26 00:03:21,4505500.0,-685.9942109286785
2024-04-26 00:03:24,4507000.0,-788.5386377032846
2024-04-26 00:03:27,4506500.0,-758.7813938017935
2024-04-26 00:03:30,4506000.0,-462.3575789667666
2024-04-26 00:03:33,4506500.0,-851.0248898966238
2024-04-26 00:03:36,4505500.0,-775.0695645408705
2024-04-26 00:03:39,4505500.0,-564.317101794295
2024-04-26 00:03:42,4504500.0,-602.4566966602579
2024-04-26 00:03:45,4505000.0,-541.5342488475144
2024-04-26 00:03:48,4504500.0,-739.7362906662747
2024-04-26 00:03:51,4504500.0,-648.5777439316735
2024-04-26 00:03:53,4504500.0,-492.6562219662592
2024-04-26 00:03:56,4504500.0,-957.0728993527591
2024-04-26 00:03:59,4504500.0,-957.0728993527591
2024-04-26 00:04:02,4504500.0,-963.5503852386028
2024-04-26 00:04:05,4505000.0,-1344.9484304245561
2024-04-26 00:04:08,4504500.0,-770.9235853403807
2024-04-26 00:04:11,4504000.0,-589.4841836085543
2024-04-26 00:04:14,4503500.0,-237.01142699085176
2024-04-26 00:04:17,4505000.0,-1277.7771135699004
2024-04-26 00:04:20,4505000.0,-1307.2643268899992
2024-04-26 00:04:23,4505000.0,-1589.6359714465216
2024-04-26 00:04:26,4505000.0,-1538.6573444288224
2024-04-26 00:04:29,4505000.0,-1154.055651933886
2024-04-26 00:04:32,4505000.0,-1092.3752787532285
2024-04-26 00:04:35,4505000.0,-861.3732711356133
2024-04-26 00:04:38,4505000.0,-809.8639587406069
2024-04-26 00:04:41,4505000.0,-871.4414973855019
2024-04-26 00:04:44,4504500.0,-598.2671462809667
2024-04-26 00:04:47,4504500.0,-423.8884345088154
2024-04-26 00:04:50,4504500.0,-593.2708015879616
2024-04-26 00:04:53,4504500.0,-630.9933088803664
2024-04-26 00:04:56,4504500.0,-980.4563376726583
2024-04-26 00:04:59,4504500.0,-1015.8407438630238
2024-04-26 00:05:01,4504500.0,-1285.8829937810078
2024-04-26 00:05:04,4504500.0,-1257.920319034718
2024-04-26 00:05:07,4504500.0,-1297.971302821301
2024-04-26 00:05:10,4503500.0,-777.1104499138892
2024-04-26 00:05:13,4503500.0,-799.1386027326807
2024-04-26 00:05:16,4502000.0,-899.7672005267814
2024-04-26 00:05:19,4501500.0,-1502.079064427875
2024-04-26 00:05:22,4500500.0,-1215.7481994591653
2024-04-26 00:05:25,4500500.0,-2178.9531842228025
2024-04-26 00:05:28,4500500.0,-2176.7248976649716
2024-04-26 00:05:31,4496500.0,-711.2799259470776
2024-04-26 00:05:34,4495500.0,227.63303363323212
