timestamp,mid_price,book_imbalance
2024-04-25 00:00:01,94271000.0,0.0
2024-04-25 00:00:04,94270000.0,-4392.9695542007685
2024-04-25 00:00:07,94270000.0,-4826.113869458437
2024-04-25 00:00:10,94269000.0,-9445.604378089309
2024-04-25 00:00:13,94269000.0,-9546.919893100858
2024-04-25 00:00:16,94268500.0,-7141.74332369864
2024-04-25 00:00:19,94268000.0,-11239.130383640528
2024-04-25 00:00:22,94246500.0,-10566.454787060618
2024-04-25 00:00:25,94246500.0,-15909.823538541794
2024-04-25 00:00:28,94245500.0,-13932.008503720164
2024-04-25 00:00:31,94228500.0,-5345.442581355572
2024-04-25 00:00:34,94242500.0,-12968.438570424914
2024-04-25 00:00:37,94219500.0,-7727.154136613011
2024-04-25 00:00:40,94212500.0,-5317.96393994987
2024-04-25 00:00:43,94199500.0,-2228.592960059643
2024-04-25 00:00:46,94199500.0,-2228.592960059643
2024-04-25 00:00:49,94194500.0,-3248.803510442376
2024-04-25 00:00:52,94199500.0,-9144.506619557738
2024-04-25 00:00:55,94187000.0,-11545.552585080266
2024-04-25 00:00:58,94161500.0,-767.1431216150522
2024-04-25 00:01:01,94161000.0,-4529.913481101394
2024-04-25 00:01:04,94150500.0,-2317.9487289190292
2024-04-25 00:01:07,94139000.0,4199.722268849611
2024-04-25 00:01:10,94139000.0,10984.086294323206
2024-04-25 00:01:13,94138500.0,11168.373641967773
2024-04-25 00:01:16,94138500.0,21917.909754782915
2024-04-25 00:01:19,94138000.0,11675.082410812378
2024-04-25 00:01:21,94152000.0,2190.9464787244797
2024-04-25 00:01:24,94152000.0,2703.6134281903505
2024-04-25 00:01:27,94128500.0,12678.945037707686
2024-04-25 00:01:30,94129500.0,15021.666381925344
2024-04-25 00:01:33,94124500.0,19948.341548725963
2024-04-25 00:01:36,94129500.0,15910.438644811511
2024-04-25 00:01:39,94129500.0,11451.780469998717
2024-04-25 00:01:42,94129500.0,7949.586996629834
2024-04-25 00:01:45,94129500.0,18012.45228418708
2024-04-25 00:01:48,94131000.0,17470.652880117297
2024-04-25 00:01:51,94131500.0,15813.059528276324
2024-04-25 00:01:54,94131000.0,16191.691970139742
2024-04-25 00:01:57,94131500.0,18897.87033559382
2024-04-25 00:02:00,94131500.0,16792.763102918863
2024-04-25 00:02:03,94151000.0,-2116.8025583177805
2024-04-25 00:02:06,94151000.0,-10522.555963084102
2024-04-25 00:02:09,94132500.0,-1256.1536125391722
2024-04-25 00:02:12,94121500.0,2357.746156617999
2024-04-25 00:02:15,94121500.0,1848.993411064148
2024-04-25 00:02:18,94081500.0,-5004.192453175783
2024-04-25 00:02:21,94069000.0,-3658.782980531454
2024-04-25 00:02:24,94081000.0,11785.51355241239
2024-04-25 00:02:27,94086500.0,9293.26275280118
2024-04-25 00:02:30,94085500.0,-5125.977440863848
2024-04-25 00:02:33,94039500.0,29637.632011055946
2024-04-25 00:02:36,94083500.0,-7589.236218184233
2024-04-25 00:02:39,94055500.0,6255.162532269955
2024-04-25 00:02:42,94074000.0,-5060.2295612841845
2024-04-25 00:02:45,94074000.0,-1434.8558129668236
2024-04-25 00:02:48,94041000.0,7443.185081779957
2024-04-25 00:02:51,94041000.0,5838.876424878836
2024-04-25 00:02:54,94039500.0,-844.9148714393377
2024-04-25 00:02:57,94039500.0,-2033.818563863635
2024-04-25 00:03:00,94030500.0,2547.8681801110506
2024-04-25 00:03:03,94028500.0,-2799.470320865512
2024-04-25 00:03:06,94032500.0,-2433.73723654449
2024-04-25 00:03:09,94028500.0,-4505.6285405159
2024-04-25 00:03:12,94000500.0,-1327.8379312455654
2024-04-25 00:03:15,93996500.0,-7385.457341358066
2024-04-25 00:03:18,93994000.0,460.5235893726349
